City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
Qui Nhon,13.7667,109.2333,66.85,91,100,18.63,VN,overcast clouds
Alice Springs,-23.7,133.8833,78.35,44,75,4.61,AU,broken clouds
Kolondieba,11.0882,-6.8926,75.22,22,37,3.89,ML,scattered clouds
Dvinskoy,62.1535,45.1175,-7.38,100,46,2.39,RU,scattered clouds
Los Angeles,34.0522,-118.2437,67.53,41,0,12.66,US,clear sky
Poli,-3.3333,36.8,60.66,86,40,4.92,TZ,scattered clouds
Yulara,-25.2406,130.9889,77.27,42,11,6.87,AU,few clouds
Birao,10.2849,22.7882,69.89,28,62,4.54,CF,broken clouds
Palladam,10.9833,77.3,71.8,96,74,5.35,IN,broken clouds
Veraval,20.9,70.3667,75.13,39,20,10.42,IN,few clouds
Linjiang,41.8069,126.9078,-5.76,95,16,1.41,CN,few clouds
Noumea,-22.2763,166.4572,87.78,99,3,9.57,NC,clear sky
Namibe,-15.1961,12.1522,69.55,79,83,7.07,AO,broken clouds
Great Yarmouth,52.6083,1.7305,44.02,94,100,25.46,GB,light rain
Limbang,4.75,115.0,75.31,97,100,1.99,MY,overcast clouds
Balykshi,47.0667,51.8667,33.8,80,75,8.95,KZ,broken clouds
Gweta,-20.1833,25.2333,78.91,58,100,6.44,BW,overcast clouds
Jumla,29.2747,82.1838,36.52,30,1,4.72,NP,clear sky
Ofaqim,31.3141,34.6203,61.72,46,1,9.13,IL,clear sky
Trinidad,-14.8333,-64.9,85.98,70,40,4.61,BO,scattered clouds
Killybegs,54.6333,-8.45,54.19,90,100,22.73,IE,overcast clouds
Foz,43.5692,-7.2544,60.4,61,100,13.85,ES,overcast clouds
Port Hardy,50.6996,-127.4199,28.58,54,75,4.61,CA,broken clouds
Port Lincoln,-34.7333,135.8667,70.79,53,89,17.74,AU,overcast clouds
Makubetsu,45.3714,141.8211,17.98,70,100,16.6,JP,light snow
Bryan,30.6744,-96.37,55.15,35,100,5.75,US,overcast clouds
Carlsbad,33.1581,-117.3506,67.95,55,0,6.91,US,clear sky
Katsuura,35.1333,140.3,42.82,58,6,18.72,JP,clear sky
Sabang,5.8933,95.3214,78.13,86,100,17.05,ID,light rain
Ramos Arizpe,25.55,-100.9667,68.83,51,75,4.61,MX,broken clouds
Petropavlovsk-Kamchatskiy,53.0452,158.6483,21.79,54,75,11.18,RU,broken clouds
Dores Do Indaia,-19.4633,-45.6017,72.19,82,87,3.89,BR,overcast clouds
Krasnyye Baki,57.131,45.1599,18.72,94,100,10.76,RU,light snow
Waingapu,-9.6567,120.2641,79.29,77,99,4.25,ID,overcast clouds
Vinderei,46.15,27.8,26.2,65,58,11.16,RO,broken clouds
Shintomi,32.0785,131.4723,34.92,77,14,5.3,JP,few clouds
Mount Gambier,-37.8333,140.7667,65.23,51,0,6.85,AU,clear sky
Cidreira,-30.1811,-50.2056,70.16,75,99,20.27,BR,overcast clouds
Palotina,-24.2839,-53.84,68.74,90,100,1.52,BR,overcast clouds
Calderitas,18.55,-88.25,80.71,69,75,6.91,MX,broken clouds
Russell,32.3502,-85.1999,46.0,53,1,5.32,US,clear sky
Pemangkat,1.1667,108.9667,76.14,88,76,5.59,ID,broken clouds
Naze,28.3667,129.4833,50.92,64,99,12.33,JP,overcast clouds
Ardesen,41.1911,40.9875,57.63,68,43,4.99,TR,scattered clouds
Muros,42.7762,-9.0603,61.68,89,100,33.15,ES,light rain
Kayerkan,69.3497,87.7602,-15.39,100,99,2.39,RU,overcast clouds
General Roca,-39.0333,-67.5833,83.62,11,83,5.14,AR,broken clouds
Olafsvik,64.8945,-23.7142,26.6,66,100,36.75,IS,overcast clouds
Puerto Escondido,15.85,-97.0667,85.03,61,40,4.61,MX,scattered clouds
Biltine,14.5333,20.9167,69.82,23,90,7.9,TD,overcast clouds
Aklavik,68.2191,-135.0107,-33.14,96,8,3.96,CA,clear sky
Kristinehamn,59.3098,14.1081,25.36,93,99,14.9,SE,overcast clouds
Sechura,-5.5569,-80.8222,74.25,69,100,15.64,PE,overcast clouds
Roald,62.5833,6.1333,34.32,69,0,12.66,NO,clear sky
Kangaatsiaq,68.3065,-53.4641,13.17,70,97,9.35,GL,overcast clouds
Ust-Omchug,61.15,149.6333,-13.25,99,100,5.37,RU,overcast clouds
Vila Franca Do Campo,37.7167,-25.4333,63.19,88,97,18.97,PT,light rain
Barahona,18.2085,-71.1008,80.42,83,40,9.22,DO,scattered clouds
Havre,49.5833,0.3333,46.8,93,100,16.11,FR,moderate rain
Florianopolis,-27.6146,-48.5012,69.4,90,75,13.8,BR,broken clouds
Kalaleh,37.3807,55.4916,50.72,72,1,2.59,IR,clear sky
Vardo,70.3705,31.1107,24.78,74,100,20.71,NO,overcast clouds
Dasoguz,41.8363,59.9666,19.35,68,0,4.61,TM,clear sky
Hualmay,-11.0964,-77.6139,70.75,79,87,7.78,PE,overcast clouds
Bafata,12.1667,-14.75,73.09,24,32,3.53,GW,scattered clouds
Nehe,48.4833,124.8333,-25.73,91,20,2.91,CN,few clouds
Ossora,59.2353,163.0719,32.79,99,100,17.85,RU,snow
Nova Olinda Do Norte,-3.8881,-59.0942,81.18,70,100,3.04,BR,overcast clouds
Codrington,-38.2667,141.9667,63.46,56,0,11.81,AU,clear sky
Port-Cartier,50.0334,-66.8654,30.74,94,100,9.82,CA,light snow
Severo-Yeniseyskiy,60.3725,93.0408,-3.62,95,100,8.77,RU,overcast clouds
Nioro,13.35,-15.75,79.32,14,87,7.83,GM,overcast clouds
Raymondville,26.4815,-97.7831,63.95,74,100,13.94,US,overcast clouds
Yorosso,12.3536,-4.7761,73.62,16,71,8.39,ML,broken clouds
Boralday,43.3578,76.8594,13.86,85,68,2.24,KZ,mist
Pringsewu,-5.3582,104.9744,72.7,97,66,0.49,ID,broken clouds
Along,28.1667,94.7667,50.97,76,0,1.59,IN,clear sky
Tazovskiy,67.4667,78.7,-8.95,98,95,3.98,RU,overcast clouds
San Felipe,10.3399,-68.7425,70.14,96,100,3.2,VE,overcast clouds
Ancud,-41.8697,-73.8203,59.18,64,100,4.0,CL,overcast clouds
Zeya,53.75,127.2667,-25.37,93,17,2.82,RU,few clouds
Vallenar,-28.5708,-70.7581,75.72,44,0,6.26,CL,clear sky
Krasnoselkup,65.7,82.4667,-9.6,97,98,5.03,RU,overcast clouds
Comodoro Rivadavia,-45.8667,-67.5,67.86,26,0,18.41,AR,clear sky
Visnes,59.3556,5.2242,43.21,60,20,17.27,NO,few clouds
Waddan,29.1614,16.139,60.46,51,1,6.49,LY,clear sky
Caceres,39.522,-6.3748,45.75,86,100,5.55,ES,overcast clouds
Coahuayana,18.7333,-103.6833,79.65,61,77,4.12,MX,broken clouds
Nortelandia,-14.4547,-56.8028,72.84,96,91,2.68,BR,moderate rain
Cervo,43.6702,-7.4101,63.97,65,99,13.76,ES,overcast clouds
Tromso,69.6496,18.957,24.82,63,0,10.36,NO,clear sky
Salalah,17.0151,54.0924,80.69,32,0,25.32,OM,clear sky
Yashalta,46.3395,42.2762,41.99,78,100,11.41,RU,overcast clouds
Bielsko-Biala,49.8224,19.0469,9.84,85,40,5.99,PL,scattered clouds
Chapais,49.7834,-74.8492,22.78,97,100,4.09,CA,overcast clouds
Astana,51.1801,71.446,10.35,72,0,6.71,KZ,clear sky
Gravdal,68.1214,13.5031,33.3,82,100,10.87,NO,light snow
Autazes,-3.5797,-59.1306,81.25,69,85,2.53,BR,overcast clouds
Bandarbeyla,9.4942,50.8122,74.16,63,12,17.2,SO,few clouds
Wewak,-3.5534,143.6268,81.25,80,91,4.18,PG,overcast clouds
Tete,-16.1564,33.5867,76.37,86,100,1.1,MZ,overcast clouds
Sribne,50.6638,32.9187,21.51,86,98,13.51,UA,overcast clouds
Zhigalovo,54.8097,105.1578,-6.93,100,100,3.13,RU,overcast clouds
Moron,-34.6534,-58.6198,76.89,65,12,11.83,AR,few clouds
Sarh,9.1429,18.3923,64.31,77,0,4.61,TD,clear sky
Homer,59.6425,-151.5483,27.81,84,75,4.61,US,broken clouds
Edd,13.9297,41.6925,77.77,56,8,14.12,ER,clear sky
Mehamn,71.0357,27.8492,22.95,74,100,25.32,NO,overcast clouds
Atambua,-9.1061,124.8925,76.59,77,98,2.48,ID,moderate rain
Morant Bay,17.8815,-76.4093,82.02,80,4,9.4,JM,clear sky
Garhakota,23.7667,79.15,55.2,41,9,2.04,IN,clear sky
Pipri,19.8,75.5333,63.63,44,87,3.24,IN,overcast clouds
Vung Tau,10.346,107.0843,71.96,79,23,8.28,VN,few clouds
Koumac,-20.5667,164.2833,82.2,70,38,3.94,NC,scattered clouds
Warrington,53.3925,-2.5802,49.6,96,75,16.11,GB,moderate rain
Muborak,39.2553,65.1528,41.04,55,77,6.49,UZ,broken clouds
Szczytno,53.5626,20.9875,19.33,100,100,12.66,PL,mist
Shablykino,52.8566,35.1964,14.23,90,82,11.07,RU,broken clouds
Zyryanka,65.75,150.85,-10.77,99,100,10.36,RU,light snow
Oviedo,43.3603,-5.8448,62.96,69,100,9.75,ES,overcast clouds
Bilma,18.6853,12.9164,69.62,21,99,7.61,NE,overcast clouds
Ilulissat,69.2167,-51.1,24.82,39,20,4.61,GL,few clouds
Hovd,48.0056,91.6419,-0.4,79,99,0.36,MN,overcast clouds
Ventersburg,-28.0856,27.1381,65.41,58,10,9.84,ZA,clear sky
Porto Novo,6.4965,2.6036,82.22,82,36,5.61,BJ,scattered clouds
Coihaique,-45.5752,-72.0662,58.95,51,40,3.44,CL,scattered clouds
Zhuhai,22.2769,113.5678,51.51,54,0,17.27,CN,clear sky
Havelock,34.8791,-76.9013,45.95,65,0,5.75,US,clear sky
Malangwa,26.8568,85.5581,59.38,76,44,3.89,NP,scattered clouds
Yuty,-26.6,-56.25,78.85,44,77,4.85,PY,broken clouds
Nebolchi,59.1239,33.3454,18.03,95,100,8.32,RU,light snow
Okhotsk,59.3833,143.3,7.66,90,100,8.88,RU,overcast clouds
Berlevag,70.8578,29.0864,23.0,80,100,32.21,NO,overcast clouds
Prigorodka,52.0447,39.7124,24.8,85,100,12.73,RU,overcast clouds
Loralai,30.3705,68.598,45.14,34,0,6.55,PK,clear sky
Goure,13.9835,10.2704,66.61,25,98,7.11,NE,overcast clouds
Aripuana,-9.1667,-60.6333,77.2,81,72,2.24,BR,broken clouds
Touros,-5.1989,-35.4608,78.58,75,74,14.58,BR,broken clouds
Longyearbyen,78.2186,15.6401,8.44,78,100,9.22,SJ,light snow
Naples,40.8333,14.25,57.74,77,0,4.61,IT,clear sky
Buckeye,33.3703,-112.5838,63.3,30,80,1.39,US,broken clouds
Chiredzi,-21.05,31.6667,71.65,94,100,4.18,ZW,overcast clouds
Rovaniemi,66.5,25.7167,26.01,100,100,6.91,FI,overcast clouds
Charyshskoye,51.3978,83.5598,7.68,94,100,1.61,RU,overcast clouds
Soyo,-6.1349,12.3689,76.96,79,86,6.35,AO,overcast clouds
Ambon,-3.6954,128.1814,80.74,83,40,5.75,ID,scattered clouds
Mahon,39.8885,4.2658,59.56,88,40,8.05,ES,scattered clouds
Washington,47.5001,-120.5015,21.15,85,89,6.4,US,light snow
Spokane,47.6166,-117.3677,29.3,88,100,13.8,US,mist
Laizhou,37.1717,119.9214,24.39,36,0,1.95,CN,clear sky
Penzance,50.1186,-5.5371,56.08,92,100,33.8,GB,overcast clouds
Vaitape,-16.5167,-151.75,80.01,73,99,9.8,PF,light rain
Mareeba,-17.0,145.4333,76.48,71,43,9.01,AU,scattered clouds
Forquilhinha,-28.7475,-49.4722,64.54,98,100,4.36,BR,overcast clouds
Half Moon Bay,37.4636,-122.4286,58.78,68,0,11.5,US,haze
Kommunar,59.6206,30.39,28.44,91,100,13.6,RU,overcast clouds
North Platte,41.1239,-100.7654,33.69,59,0,1.01,US,clear sky
Lumby,50.2498,-118.969,8.04,82,100,3.44,CA,overcast clouds
Ustka,54.5805,16.8619,18.64,82,37,13.69,PL,scattered clouds
Micheweni,-4.9667,39.8333,80.64,80,17,12.46,TZ,few clouds
Montepulciano,43.1017,11.7868,43.59,86,4,2.28,IT,clear sky
Hearst,49.6835,-83.6665,16.05,93,100,10.51,CA,light snow
Basoko,1.2391,23.616,69.78,90,96,3.24,CD,overcast clouds
Amos,48.5669,-78.1162,23.59,94,100,3.98,CA,overcast clouds
Manokwari,-0.8667,134.0833,78.78,80,100,3.18,ID,overcast clouds
Wajima,37.4,136.9,32.68,100,75,1.14,JP,light shower snow
Biak,-0.9131,122.8766,77.23,81,100,1.74,ID,overcast clouds
Beloha,-25.1667,45.05,73.38,86,80,6.29,MG,broken clouds
Puerto Colombia,10.9878,-74.9547,79.2,81,42,16.58,CO,scattered clouds
Son En Breugel,51.5173,5.5008,34.9,86,100,10.36,NL,light intensity shower rain
Nouadhibou,20.931,-17.0347,68.29,69,0,14.63,MR,clear sky
Le Vauclin,14.5452,-60.8388,78.85,73,100,10.36,MQ,overcast clouds
Syracuse,37.0881,15.2792,58.37,82,11,9.89,IT,few clouds
Bogolyubovo,56.1956,40.5297,9.79,88,100,11.95,RU,overcast clouds
Shenkursk,62.1091,42.896,-6.65,100,100,1.59,RU,overcast clouds
Teguldet,57.3064,88.1667,3.58,93,100,11.81,RU,overcast clouds
Hirara,24.8,125.2833,60.66,62,40,11.5,JP,scattered clouds
Ayan,56.45,138.1667,-10.08,90,100,15.48,RU,overcast clouds
Hassleholm,56.1591,13.7664,27.95,86,100,5.73,SE,overcast clouds
Oranjestad,12.524,-70.027,80.91,80,3,1.01,AW,clear sky
Mayo,38.8876,-76.5119,38.14,52,40,16.11,US,scattered clouds
Mankono,8.0586,-6.1897,77.79,28,0,3.31,CI,clear sky
Vieux Fort,13.7167,-60.95,79.95,76,20,25.32,LC,few clouds
Mpulungu,-8.7623,31.1141,71.37,80,100,2.19,ZM,light rain
Saint Anthony,45.0205,-93.218,7.92,77,0,8.05,US,clear sky
Olga,43.7444,135.2892,0.19,64,1,7.72,RU,clear sky
Port-Gentil,-0.7193,8.7815,80.56,89,40,5.75,GA,scattered clouds
Camacha,33.0833,-16.3333,65.62,83,40,17.27,PT,scattered clouds
Japura,-0.3167,102.35,72.09,99,42,2.26,ID,light rain
Svetlaya,46.5389,138.3297,-4.9,83,12,10.47,RU,few clouds
Waterloo,43.4668,-80.5164,29.01,93,100,16.11,CA,overcast clouds
Rundu,-17.9333,19.7667,74.3,35,59,2.75,NA,broken clouds
Inta,66.0317,60.1659,-8.0,96,78,5.48,RU,broken clouds
Hobyo,5.3505,48.5268,77.72,73,48,16.53,SO,scattered clouds
Seoul,37.5683,126.9778,13.44,75,0,1.14,KR,clear sky
Fram,-26.9833,-55.8833,82.99,45,65,3.51,PY,broken clouds
Hastings,50.8552,0.5729,51.13,95,100,26.55,GB,light rain
Cleveland,41.4995,-81.6954,27.36,79,100,14.97,US,overcast clouds
Srednekolymsk,67.45,153.6833,-1.07,97,100,0.2,RU,overcast clouds
Nuuk,64.1835,-51.7216,23.88,53,26,7.36,GL,scattered clouds
Gizo,-8.103,156.8419,83.88,69,93,5.3,SB,overcast clouds
Kathmandu,27.7167,85.3167,46.62,93,20,3.44,NP,few clouds
Launceston,-41.45,147.1667,66.61,55,1,10.36,AU,clear sky
Helong,42.5397,128.9972,-3.26,72,1,5.53,CN,clear sky
Guiberoua,6.2392,-6.1727,74.59,83,54,3.2,CI,broken clouds
Lasa,46.6166,10.7002,29.28,38,19,2.39,IT,few clouds
Xifeng,42.7372,124.7222,-0.78,75,0,5.39,CN,clear sky
Souris,49.6172,-100.2612,-2.25,96,100,6.67,CA,overcast clouds
Mount Isa,-20.7333,139.5,83.97,54,13,18.41,AU,few clouds
Logstor,56.9624,9.2583,30.81,70,100,16.91,DK,overcast clouds
Alofi,-19.0595,-169.9187,85.89,70,0,11.5,NU,clear sky
Sisimiut,66.9395,-53.6735,22.01,58,74,13.02,GL,broken clouds
Ixtapa,20.7,-105.2,76.23,73,75,8.05,MX,broken clouds
Voznesenye,61.0106,35.4781,12.54,96,84,4.38,RU,broken clouds
Manaure,11.7751,-72.4445,80.15,65,2,13.67,CO,clear sky
Tadine,-21.55,167.8833,84.0,65,19,6.4,NC,few clouds
Hargeysa,9.56,44.065,55.67,55,85,8.39,SO,overcast clouds
The Valley,18.217,-63.0578,79.11,78,40,12.66,AI,scattered clouds
Saint-Pierre,-21.3393,55.4781,76.68,69,75,3.44,RE,broken clouds
Coquimbo,-29.9533,-71.3436,64.13,72,0,10.36,CL,clear sky
Santa Rosa,14.3122,121.1114,79.11,80,100,17.56,PH,overcast clouds
Hofn,64.2539,-15.2082,21.54,75,89,26.24,IS,overcast clouds
Nampula,-15.1165,39.2666,76.95,78,75,9.22,MZ,broken clouds
Balakhninskiy,58.0106,114.2769,-27.31,100,99,3.18,RU,overcast clouds
Tautira,-17.7333,-149.15,78.75,73,100,4.85,PF,light rain
Nara,34.6851,135.8049,37.96,46,26,13.62,JP,scattered clouds
Mikhaylovka,50.06,43.2379,34.79,81,98,13.67,RU,overcast clouds
Shingu,33.7333,135.9833,39.76,59,8,12.35,JP,clear sky
Eldorado,-23.7869,-54.2836,67.12,91,100,5.53,BR,overcast clouds
Mangai,-4.05,19.5333,68.5,99,97,1.23,CD,moderate rain
Kuryk,43.2,51.65,43.47,68,19,15.93,KZ,few clouds
Billings,45.7833,-108.5007,7.29,75,100,12.66,US,fog
San Carlos De Bariloche,-41.1456,-71.3082,67.75,24,75,19.57,AR,broken clouds
Terrace,54.5163,-128.6035,10.31,31,20,8.05,CA,few clouds
Coro,11.4045,-69.6734,75.81,87,18,13.49,VE,few clouds
Makat,47.6469,53.3463,33.57,69,100,11.83,KZ,overcast clouds
Bequimao,-2.4489,-44.7825,74.7,91,61,2.42,BR,broken clouds
Bentiu,9.2333,29.8333,77.02,34,69,4.41,SS,broken clouds
Mecca,21.4267,39.8261,74.21,67,0,1.83,SA,clear sky
